Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
1946,97.0,0.0,0.0,201.0,6.0,35.0,57841.0,0.0,18.939142369914084,0.0,0.0,15439.66940689087,,,,,,,,,,,,,,,,,,,,,7.635086530965391,6.153540103238607,18.709314260537113,0.3369438688177391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,97.0,0.0,0.0,252.0,7.0,51.0,57892.0,0.0,31.326672519861322,0.0,0.0,15444.708524227142,,,,,,,,,,,,,,,,,,,,,14.857650441244909,9.415408511693162,30.630162041278346,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,97.0,0.0,0.0,279.0,8.0,27.0,57919.0,0.0,20.019126664916506,0.0,0.0,15447.47545003891,,,,,,,,,,,,,,,,,,,,,8.727680466153446,6.621350534129064,19.823105680585854,0.1514080784755748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,97.0,0.0,0.0,315.0,9.0,36.0,57955.0,0.0,22.602706074732446,0.0,0.0,15451.329220056534,,,,,,,,,,,,,,,,,,,,,8.68443940203232,7.370294382778535,22.334713348242413,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,97.0,0.0,0.0,345.0,10.0,30.0,57985.0,0.0,17.97014647438057,0.0,0.0,15454.561848163605,,,,,,,,,,,,,,,,,,,,,7.840468540593256,5.862646706901157,17.770455558824857,0.08546179764042539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,97.0,0.0,0.0,364.0,11.0,19.0,58004.0,0.0,8.856675939401725,0.0,0.0,15456.628708839417,,,,,,,,,,,,,,,,,,,,,5.754855993696953,2.7278823133832124,8.800001862536858,0.7766981329574634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,97.0,0.0,0.0,398.0,12.0,34.0,58038.0,0.0,24.883836717597074,0.0,0.0,15460.313858270645,,,,,,,,,,,,,,,,,,,,,11.444546548769543,7.78657545292186,24.543785161476713,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,97.0,0.0,0.0,413.0,13.0,15.0,58053.0,0.0,5.3838164479942705,0.0,0.0,15462.162144184113,,,,,,,,,,,,,,,,,,,,,1.5300620808368028,2.0193942479357765,5.37160335188213,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,97.0,0.0,0.0,439.0,14.0,26.0,58079.0,0.0,15.678183555040395,0.0,0.0,15465.089241743088,,,,,,,,,,,,,,,,,,,,,5.634531542894562,5.5860738523960825,15.562795763656686,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,97.0,0.0,0.0,480.0,15.0,41.0,58120.0,0.0,19.91494475765218,0.0,0.0,15469.296170473099,,,,,,,,,,,,,,,,,,,,,7.319899892105633,6.39031501610008,19.6541174428441,0.1362923288914623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,97.0,0.0,0.0,517.0,16.0,37.0,58157.0,0.0,29.722649316715216,0.0,0.0,15473.160442829132,,,,,,,,,,,,,,,,,,,,,15.013844900622527,8.773069058454029,29.22555894772869,0.719110128593218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,97.0,0.0,0.0,548.0,17.0,31.0,58188.0,0.0,23.03434676320188,0.0,0.0,15476.656075239182,,,,,,,,,,,,,,,,,,,,,12.010070303438678,6.886539811816016,22.707426729828214,0.6046557582487706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,97.0,0.0,0.0,595.0,18.0,47.0,58235.0,0.0,31.639551990800022,0.0,0.0,15481.491066217422,,,,,,,,,,,,,,,,,,,,,12.312924257364452,10.156406237599667,31.12305954673782,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,97.0,0.0,0.0,631.0,19.0,36.0,58271.0,0.0,22.733404337038266,0.0,0.0,15485.158803224564,,,,,,,,,,,,,,,,,,,,,8.836944142943086,7.336521306084545,22.460172232184455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,97.0,0.0,0.0,650.0,20.0,19.0,58290.0,0.0,11.065975923611582,0.0,0.0,15487.28402042389,,,,,,,,,,,,,,,,,,,,,4.848981319617602,3.466396607398767,10.99582593458208,0.37468815757881957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,98.0,0.0,0.0,22.0,1.0,22.0,58312.0,0.0,12.879900738955739,0.0,0.0,15596.586310625076,,,,,,,,,,,,,,,,,,,,,5.239622627565843,4.429340646941155,12.790196644241128,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,98.0,0.0,0.0,55.0,2.0,33.0,58345.0,0.0,23.38089822399972,0.0,0.0,15599.897799015045,,,,,,,,,,,,,,,,,,,,,10.083003381171721,7.6123847689088935,23.094324667431252,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,98.0,0.0,0.0,88.0,3.0,33.0,58378.0,0.0,23.404089551218505,0.0,0.0,15603.971750974655,,,,,,,,,,,,,,,,,,,,,9.771823128946748,7.637951216107584,23.127851964039372,0.09835178991496774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,98.0,0.0,0.0,112.0,4.0,24.0,58402.0,0.0,14.568950941380002,0.0,0.0,15606.458693027496,,,,,,,,,,,,,,,,,,,,,6.217725197095969,4.7683305702508365,14.4486083046507,0.2267473237487354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,98.0,0.0,0.0,147.0,5.0,35.0,58437.0,0.0,24.671638973927276,0.0,0.0,15610.031925201416,,,,,,,,,,,,,,,,,,,,,10.348566793311551,7.845419505619869,24.35813104011055,0.5671556934707218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,98.0,0.0,0.0,173.0,6.0,26.0,58463.0,0.0,20.942411723002177,0.0,0.0,15612.817565917969,,,,,,,,,,,,,,,,,,,,,10.399074564346304,6.695271438274933,20.713441954796814,0.4069416576933679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,98.0,0.0,0.0,204.0,7.0,31.0,58494.0,0.0,22.735450019519035,0.0,0.0,15615.983206272125,,,,,,,,,,,,,,,,,,,,,11.847699584998953,7.018498408905247,22.412974869147494,0.5194833924507353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,98.0,0.0,0.0,252.0,8.0,48.0,58542.0,0.0,28.66820850510103,0.0,0.0,15620.831356048584,,,,,,,,,,,,,,,,,,,,,10.608419492675969,8.92941887646479,28.215406967981576,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,98.0,0.0,0.0,291.0,9.0,39.0,58581.0,0.0,26.98101949438748,0.0,0.0,15624.919696092606,,,,,,,,,,,,,,,,,,,,,11.608333382117912,8.483223067641434,26.5814307725993,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,98.0,0.0,0.0,323.0,10.0,32.0,58613.0,0.0,16.62697016093874,0.0,0.0,15628.286967039108,,,,,,,,,,,,,,,,,,,,,6.635396212005406,5.173620681498521,16.447516066772046,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,98.0,0.0,0.0,353.0,11.0,30.0,58643.0,0.0,14.534735611352684,0.0,0.0,15631.505548238754,,,,,,,,,,,,,,,,,,,,,6.748448295586246,5.613514803202459,14.418577637802708,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,98.0,0.0,0.0,391.0,12.0,38.0,58681.0,0.0,24.924122911756964,0.0,0.0,15635.661902189255,,,,,,,,,,,,,,,,,,,,,10.742672235742106,7.7013475964920515,24.565006815422798,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,98.0,0.0,0.0,413.0,13.0,22.0,58703.0,0.0,10.83774155027846,0.0,0.0,15638.025138139725,,,,,,,,,,,,,,,,,,,,,5.489936744729124,2.693289692415212,10.738429061588537,0.7537568671175415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,98.0,0.0,0.0,472.0,14.0,59.0,58762.0,0.0,31.460504337839456,0.0,0.0,15643.960966825485,,,,,,,,,,,,,,,,,,,,,13.46162599270966,9.19702983644591,30.72769306270192,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,98.0,0.0,0.0,538.0,15.0,66.0,58828.0,0.0,50.23936442702554,0.0,0.0,15650.624139785767,,,,,,,,,,,,,,,,,,,,,24.01948471918664,15.787299547073372,48.751532749525516,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,98.0,0.0,0.0,584.0,16.0,46.0,58874.0,0.0,35.04231611037817,0.0,0.0,15655.154749155045,,,,,,,,,,,,,,,,,,,,,15.467215824646663,11.373834904420557,34.39958896077701,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,98.0,0.0,0.0,634.0,17.0,50.0,58924.0,0.0,33.073765320007965,0.0,0.0,15660.124688863754,,,,,,,,,,,,,,,,,,,,,15.996206878089552,10.379703142463914,32.338599837178,0.1799002227062918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,98.0,0.0,0.0,679.0,18.0,45.0,58969.0,0.0,30.618878781003446,0.0,0.0,15664.756061553955,,,,,,,,,,,,,,,,,,,,,12.000863295496819,9.905079535249934,30.139087969557234,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,98.0,0.0,0.0,736.0,19.0,57.0,59026.0,0.0,44.18387930890837,0.0,0.0,15671.257628679276,,,,,,,,,,,,,,,,,,,,,20.64578739421093,12.957928314891214,43.09321275974506,0.6044373998632679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,98.0,0.0,0.0,771.0,20.0,35.0,59061.0,0.0,26.508830199451694,0.0,0.0,15675.054916620255,,,,,,,,,,,,,,,,,,,,,12.07332072979488,8.166566676023674,26.138514865124257,0.28226509558123214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,99.0,0.0,0.0,25.0,1.0,25.0,59086.0,0.0,15.104948050565447,0.0,0.0,15803.634544372559,,,,,,,,,,,,,,,,,,,,,6.4190840586274165,4.9758647124661195,14.974404784263506,0.056395137367154624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,99.0,0.0,0.0,65.0,2.0,40.0,59126.0,0.0,26.416048421476244,0.0,0.0,15807.608899116516,,,,,,,,,,,,,,,,,,,,,10.94024796786457,8.413539531179449,26.0304734191265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,99.0,0.0,0.0,96.0,3.0,31.0,59157.0,0.0,22.256520110728307,0.0,0.0,15811.07628583908,,,,,,,,,,,,,,,,,,,,,9.423038694534625,7.3227423331442445,22.00840070420544,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,99.0,0.0,0.0,114.0,4.0,18.0,59175.0,0.0,14.058888253460099,0.0,0.0,15813.144490718842,,,,,,,,,,,,,,,,,,,,,7.395303395156426,4.068461218469649,13.953666171023158,0.7200111005981722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,99.0,0.0,0.0,138.0,5.0,24.0,59199.0,0.0,15.789876656086955,0.0,0.0,15815.804940462112,,,,,,,,,,,,,,,,,,,,,7.292042109798566,4.78055957552321,15.64614428788327,0.2938692001733084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,99.0,0.0,0.0,154.0,6.0,16.0,59215.0,0.0,7.358958884674029,0.0,0.0,15817.57690358162,,,,,,,,,,,,,,,,,,,,,3.281836549606571,2.4034713102111676,7.3210843474909595,0.17691576659994113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,99.0,0.0,0.0,170.0,7.0,16.0,59231.0,0.0,8.3291980989517,0.0,0.0,15819.342080831528,,,,,,,,,,,,,,,,,,,,,4.402106896474646,2.3540499019755123,8.275306726754886,0.6913421753161597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,99.0,0.0,0.0,198.0,8.0,28.0,59259.0,0.0,18.092272233519424,0.0,0.0,15822.629559516907,,,,,,,,,,,,,,,,,,,,,7.174535641390449,6.120523143587072,17.927221751842428,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,99.0,0.0,0.0,227.0,9.0,29.0,59288.0,0.0,18.409383346665525,0.0,0.0,15825.57461309433,,,,,,,,,,,,,,,,,,,,,7.359761786199421,5.911954927816129,18.232396816101126,0.6431741386750958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,99.0,0.0,0.0,258.0,10.0,31.0,59319.0,0.0,14.339420105813781,0.0,0.0,15829.110037565231,,,,,,,,,,,,,,,,,,,,,5.371245698416989,4.720287378275558,14.201299887638243,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,99.0,0.0,0.0,284.0,11.0,26.0,59345.0,0.0,10.893623458421661,0.0,0.0,15832.015254020691,,,,,,,,,,,,,,,,,,,,,5.90578727853016,4.129252159303522,10.815555126574353,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,99.0,0.0,0.0,326.0,12.0,42.0,59387.0,0.0,24.840901567319555,0.0,0.0,15836.414474487305,,,,,,,,,,,,,,,,,,,,,9.441226417178614,7.837319748441523,24.493332228923673,0.1843730689317633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,99.0,0.0,0.0,356.0,13.0,30.0,59417.0,0.0,15.24805576058449,0.0,0.0,15839.810268640518,,,,,,,,,,,,,,,,,,,,,6.026292562685968,5.1777402102430194,15.097446779816766,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,99.0,0.0,0.0,421.0,14.0,65.0,59482.0,0.0,51.599956428564944,0.0,0.0,15846.228388547897,,,,,,,,,,,,,,,,,,,,,24.36643995578049,15.707079661630617,50.11632035583052,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,99.0,0.0,0.0,473.0,15.0,52.0,59534.0,0.0,36.17150521039373,0.0,0.0,15851.68170762062,,,,,,,,,,,,,,,,,,,,,16.400129551403747,11.322798535909973,35.3894419682152,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,99.0,0.0,0.0,498.0,16.0,25.0,59559.0,0.0,17.061714927639986,0.0,0.0,15854.535253047943,,,,,,,,,,,,,,,,,,,,,7.947449570592153,5.895792117460367,16.89680540237453,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,99.0,0.0,0.0,531.0,17.0,33.0,59592.0,0.0,20.05752083559296,0.0,0.0,15857.93346953392,,,,,,,,,,,,,,,,,,,,,8.302927543277978,6.9542198795045795,19.82315070492393,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,99.0,0.0,0.0,583.0,18.0,52.0,59644.0,0.0,41.31605713315157,0.0,0.0,15863.319207429886,,,,,,,,,,,,,,,,,,,,,18.537889557062012,12.681120869590591,40.43291226780768,0.19539207353666455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,99.0,0.0,0.0,607.0,19.0,24.0,59668.0,0.0,22.793687795543306,0.0,0.0,15865.911080598831,,,,,,,,,,,,,,,,,,,,,12.268936499804832,6.685162399143174,22.544299373996612,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,99.0,0.0,0.0,643.0,20.0,36.0,59704.0,0.0,17.739604520227402,0.0,0.0,15869.63101863861,,,,,,,,,,,,,,,,,,,,,6.414454521698731,5.667935308535781,17.543754121936004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,100.0,0.0,0.0,24.0,1.0,24.0,59728.0,0.0,13.593359929127734,0.0,0.0,15977.714178800583,,,,,,,,,,,,,,,,,,,,,5.557540307754941,4.547876342577747,13.48693935350928,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,100.0,0.0,0.0,65.0,2.0,41.0,59769.0,0.0,30.146957173378162,0.0,0.0,15981.917588472366,,,,,,,,,,,,,,,,,,,,,13.059033936670076,9.308884974033212,29.670848808743376,0.3656093820079892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,100.0,0.0,0.0,84.0,3.0,19.0,59788.0,0.0,11.987717202402736,0.0,0.0,15984.09566783905,,,,,,,,,,,,,,,,,,,,,5.7039703481274895,3.613925135188429,11.903136134922024,0.4831799292597061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,100.0,0.0,0.0,111.0,4.0,27.0,59815.0,0.0,16.503714108272693,0.0,0.0,15986.972395658493,,,,,,,,,,,,,,,,,,,,,6.504060238828403,5.493549989181828,16.360809740495583,0.12362473198734225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,100.0,0.0,0.0,162.0,5.0,51.0,59866.0,0.0,35.20094220152735,0.0,0.0,15992.417848587036,,,,,,,,,,,,,,,,,,,,,16.836206807114742,10.511451373468905,34.411083410101284,0.12815657717368656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,100.0,0.0,0.0,198.0,6.0,36.0,59902.0,0.0,18.400519010416833,0.0,0.0,15996.10668683052,,,,,,,,,,,,,,,,,,,,,7.263814763954207,5.842643353607394,18.17535421198424,0.5648262726914385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,100.0,0.0,0.0,212.0,7.0,14.0,59916.0,0.0,6.751666734056658,0.0,0.0,15997.974706888199,,,,,,,,,,,,,,,,,,,,,3.2286411541514504,2.1664895162804703,6.719898835671044,0.3610670955910317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,100.0,0.0,0.0,273.0,8.0,61.0,59977.0,0.0,37.3127237450167,0.0,0.0,16004.107985496521,,,,,,,,,,,,,,,,,,,,,15.60715324627635,10.49391728979196,36.4335179994748,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,100.0,0.0,0.0,310.0,9.0,37.0,60014.0,0.0,20.00419072024144,0.0,0.0,16007.909690141678,,,,,,,,,,,,,,,,,,,,,7.135995685819196,6.486471207160173,19.779698497161966,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,100.0,0.0,0.0,346.0,10.0,36.0,60050.0,0.0,20.37495152917344,0.0,0.0,16011.864048480988,,,,,,,,,,,,,,,,,,,,,8.350239735980702,6.492984174275745,20.11455188790205,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,100.0,0.0,0.0,369.0,11.0,23.0,60073.0,0.0,6.6658946910482,0.0,0.0,16014.374399900436,,,,,,,,,,,,,,,,,,,,,3.581991632249886,2.8273959953958987,6.636414753093159,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,100.0,0.0,0.0,394.0,12.0,25.0,60098.0,0.0,12.897575114872568,0.0,0.0,16017.062232971191,,,,,,,,,,,,,,,,,,,,,4.269061114798933,4.540419799772129,12.816468707949788,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,100.0,0.0,0.0,410.0,13.0,16.0,60114.0,0.0,5.444876030827719,0.0,0.0,16018.99766588211,,,,,,,,,,,,,,,,,,,,,1.4590189499067536,2.015504101275569,5.43239107739292,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,100.0,0.0,0.0,431.0,14.0,21.0,60135.0,0.0,13.6036681098896,0.0,0.0,16021.303848028183,,,,,,,,,,,,,,,,,,,,,5.615882591130809,4.738731294715043,13.51274655584098,0.021684821282300426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,100.0,0.0,0.0,462.0,15.0,31.0,60166.0,0.0,23.26315621829511,0.0,0.0,16024.645333766937,,,,,,,,,,,,,,,,,,,,,10.62860950788106,7.429749883892548,22.97960555505535,0.36462545339956554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,100.0,0.0,0.0,570.0,16.0,108.0,60274.0,0.0,82.40572845023819,0.0,0.0,16035.212547540665,,,,,,,,,,,,,,,,,,,,,36.92948887319665,22.96640353293372,78.57441390532975,0.4216800550175779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,100.0,0.0,0.0,589.0,17.0,19.0,60293.0,0.0,11.575019234755974,0.0,0.0,16037.40618467331,,,,,,,,,,,,,,,,,,,,,6.078808296994038,3.3189881965497428,11.482475345328405,0.7059910027659296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,100.0,0.0,0.0,627.0,18.0,38.0,60331.0,0.0,31.535779160060684,0.0,0.0,16041.635448932648,,,,,,,,,,,,,,,,,,,,,14.958315868430155,9.36345629843762,31.029390909488406,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,100.0,0.0,0.0,651.0,19.0,24.0,60355.0,0.0,20.081293422696312,0.0,0.0,16044.26188325882,,,,,,,,,,,,,,,,,,,,,10.851599111098139,5.665539083892135,19.860556296065795,0.7837818734839759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,100.0,0.0,0.0,667.0,20.0,16.0,60371.0,0.0,9.102901095884382,0.0,0.0,16046.068857431412,,,,,,,,,,,,,,,,,,,,,3.6683188568073977,3.2034597581451,9.062323579009906,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,101.0,0.0,0.0,18.0,1.0,18.0,60389.0,0.0,11.30731361969944,0.0,0.0,16153.979465007782,,,,,,,,,,,,,,,,,,,,,5.557732091831124,3.2742402801799457,11.229722657639101,0.7593346223781552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,101.0,0.0,0.0,46.0,2.0,28.0,60417.0,0.0,24.748283937094822,0.0,0.0,16156.923196792603,,,,,,,,,,,,,,,,,,,,,12.227599562373658,7.745051883797537,24.454796287126324,0.3182021907651409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,101.0,0.0,0.0,77.0,3.0,31.0,60448.0,0.0,23.817639204846365,0.0,0.0,16160.151011228561,,,,,,,,,,,,,,,,,,,,,10.576497987925174,7.70473779686678,23.5368178661351,0.12319692780999192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,101.0,0.0,0.0,93.0,4.0,16.0,60464.0,0.0,11.656914782919078,0.0,0.0,16162.167441606522,,,,,,,,,,,,,,,,,,,,,6.169142627824828,3.318785522699319,11.581359638791824,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,101.0,0.0,0.0,115.0,5.0,22.0,60486.0,0.0,13.628879488407838,0.0,0.0,16164.686437606812,,,,,,,,,,,,,,,,,,,,,6.178129193270621,4.207074488892769,13.519987100369523,0.46273409717379077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,101.0,0.0,0.0,134.0,6.0,19.0,60505.0,0.0,11.419790862800227,0.0,0.0,16166.900393247604,,,,,,,,,,,,,,,,,,,,,5.471627246131305,3.572335651046508,11.338495597823783,0.36200910386716056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,101.0,0.0,0.0,174.0,7.0,40.0,60545.0,0.0,24.449269821128034,0.0,0.0,16171.062264442444,,,,,,,,,,,,,,,,,,,,,10.543415660248524,8.274734868989812,24.07566043993754,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,101.0,0.0,0.0,208.0,8.0,34.0,60579.0,0.0,25.464614713347736,0.0,0.0,16174.627450942993,,,,,,,,,,,,,,,,,,,,,11.064608922495436,8.10150510216116,25.13867021173615,0.7558459654247406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,101.0,0.0,0.0,247.0,9.0,39.0,60618.0,0.0,22.87310238132985,0.0,0.0,16178.678915262222,,,,,,,,,,,,,,,,,,,,,8.591910147615677,7.455369414066148,22.583161625662537,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,101.0,0.0,0.0,286.0,10.0,39.0,60657.0,0.0,21.332442461576257,0.0,0.0,16182.563986301422,,,,,,,,,,,,,,,,,,,,,9.34789632999662,6.738037215180665,21.00987324131577,0.48482515454753183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,101.0,0.0,0.0,302.0,11.0,16.0,60673.0,0.0,3.630832287420199,0.0,0.0,16184.459195137024,,,,,,,,,,,,,,,,,,,,,2.5621749134652614,1.218812402253968,3.618685854832784,0.29931088361434666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,101.0,0.0,0.0,331.0,12.0,29.0,60702.0,0.0,19.738923451085782,0.0,0.0,16187.623630046844,,,,,,,,,,,,,,,,,,,,,8.957387277843281,5.757608045355761,19.518176053960197,0.7186990754629239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,101.0,0.0,0.0,352.0,13.0,21.0,60723.0,0.0,9.128273163206032,0.0,0.0,16189.952721118927,,,,,,,,,,,,,,,,,,,,,4.019901873288531,2.668845141698069,9.061970102101073,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,101.0,0.0,0.0,366.0,14.0,14.0,60737.0,0.0,6.682480081063154,0.0,0.0,16191.614472866058,,,,,,,,,,,,,,,,,,,,,2.790839620614765,2.204509049277588,6.6567150998591655,0.32260911166461936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,101.0,0.0,0.0,404.0,15.0,38.0,60775.0,0.0,26.500556405969604,0.0,0.0,16195.682384490967,,,,,,,,,,,,,,,,,,,,,12.830226208346199,7.8057895160395185,26.065111968878234,0.582611584284761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
