Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
570,28.0,0.0,0.0,322.0,10.0,32.0,14731.0,0.0,17.116395354258835,0.0,0.0,3842.0310039520264,,,,,,,,,,,,,,,,,,,,,7.489754892862624,5.417896164015997,16.910527341843572,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,28.0,0.0,0.0,341.0,11.0,19.0,14750.0,0.0,7.308981472421916,0.0,0.0,3844.127990245819,,,,,,,,,,,,,,,,,,,,,5.480201876995404,1.980685915605373,7.262756739694238,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,28.0,0.0,0.0,370.0,12.0,29.0,14779.0,0.0,20.966575970759028,0.0,0.0,3847.190068244934,,,,,,,,,,,,,,,,,,,,,9.22971363038918,7.05842721097513,20.7403742836708,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,28.0,0.0,0.0,403.0,13.0,33.0,14812.0,0.0,21.23337132090739,0.0,0.0,3850.7715287208557,,,,,,,,,,,,,,,,,,,,,8.846141897424914,6.882093489812448,20.9833944437855,0.15339665867439156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,28.0,0.0,0.0,426.0,14.0,23.0,14835.0,0.0,14.450843370200854,0.0,0.0,3853.120382785797,,,,,,,,,,,,,,,,,,,,,5.799774220812844,5.085109110604822,14.34612646993556,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,28.0,0.0,0.0,465.0,15.0,39.0,14874.0,0.0,29.591922677762327,0.0,0.0,3857.3385179042816,,,,,,,,,,,,,,,,,,,,,14.401825607573977,8.53333905997166,29.088399189045855,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,28.0,0.0,0.0,479.0,16.0,14.0,14888.0,0.0,6.161361023935025,0.0,0.0,3858.964136362076,,,,,,,,,,,,,,,,,,,,,2.736410285178966,2.0720095000060006,6.135315776179103,0.2126184643369805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,28.0,0.0,0.0,498.0,17.0,19.0,14907.0,0.0,13.47625594352742,0.0,0.0,3861.030706882477,,,,,,,,,,,,,,,,,,,,,6.632327149333082,4.3746725692489825,13.376982315338456,0.473204283252027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,28.0,0.0,0.0,528.0,18.0,30.0,14937.0,0.0,23.46673463021772,0.0,0.0,3864.1567573547363,,,,,,,,,,,,,,,,,,,,,10.407775295503507,7.750139686881385,23.20087993033335,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,28.0,0.0,0.0,566.0,19.0,38.0,14975.0,0.0,27.810957065741622,0.0,0.0,3867.93110871315,,,,,,,,,,,,,,,,,,,,,11.853449119683882,9.11812122899006,27.4153292423491,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,28.0,0.0,0.0,596.0,20.0,30.0,15005.0,0.0,21.91966906545955,0.0,0.0,3870.998834848404,,,,,,,,,,,,,,,,,,,,,9.594419035855134,7.110366158393825,21.675165149517788,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,29.0,0.0,0.0,14.0,1.0,14.0,15019.0,0.0,6.343170945933148,0.0,0.0,3966.4813628196716,,,,,,,,,,,,,,,,,,,,,2.299560374535317,2.3080753439237807,6.323618013097835,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,29.0,0.0,0.0,32.0,2.0,18.0,15037.0,0.0,11.509639526422522,0.0,0.0,3968.4821107387543,,,,,,,,,,,,,,,,,,,,,4.977101511773599,3.8714028371946907,11.442926108501492,0.17704792994599516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,29.0,0.0,0.0,57.0,3.0,25.0,15062.0,0.0,21.72818211680611,0.0,0.0,3971.117637872696,,,,,,,,,,,,,,,,,,,,,10.75432409461171,6.8541623798979705,21.502307126386466,0.35884594808355674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,29.0,0.0,0.0,89.0,4.0,32.0,15094.0,0.0,17.713965548034583,0.0,0.0,3974.3764955997467,,,,,,,,,,,,,,,,,,,,,6.6164992567420295,5.914403759584606,17.537294623771768,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,29.0,0.0,0.0,136.0,5.0,47.0,15141.0,0.0,31.10020820677592,0.0,0.0,3979.1660244464874,,,,,,,,,,,,,,,,,,,,,12.760565866663772,9.812215745692303,30.56155415780418,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,29.0,0.0,0.0,153.0,6.0,17.0,15158.0,0.0,8.585133330195402,0.0,0.0,3980.97825217247,,,,,,,,,,,,,,,,,,,,,3.928280725859826,2.7735271022869528,8.535414852145225,0.24617393658573816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,29.0,0.0,0.0,167.0,7.0,14.0,15172.0,0.0,5.226167572391817,0.0,0.0,3982.500573158264,,,,,,,,,,,,,,,,,,,,,2.032902625949096,1.873381964014054,5.20811796343744,0.021402630611617512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,29.0,0.0,0.0,215.0,8.0,48.0,15220.0,0.0,31.37858854817006,0.0,0.0,3987.377491235733,,,,,,,,,,,,,,,,,,,,,12.054880599648937,10.049185882164277,30.861646711162525,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,29.0,0.0,0.0,240.0,9.0,25.0,15245.0,0.0,22.337786086848315,0.0,0.0,3990.2371311187744,,,,,,,,,,,,,,,,,,,,,11.618672459915272,6.544211766565752,22.091480144158613,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,29.0,0.0,0.0,266.0,10.0,26.0,15271.0,0.0,14.033294239493085,0.0,0.0,3993.0328130722046,,,,,,,,,,,,,,,,,,,,,4.719701281487215,5.055290848017209,13.93844495764475,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,29.0,0.0,0.0,293.0,11.0,27.0,15298.0,0.0,10.987223056083534,0.0,0.0,3995.951792240143,,,,,,,,,,,,,,,,,,,,,5.800452653160811,4.303070091059646,10.906729279443445,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,29.0,0.0,0.0,331.0,12.0,38.0,15336.0,0.0,19.663616117204008,0.0,0.0,3999.7794020175934,,,,,,,,,,,,,,,,,,,,,7.763406560375864,6.296580384103815,19.407402064636937,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,29.0,0.0,0.0,360.0,13.0,29.0,15365.0,0.0,23.86682707383884,0.0,0.0,4002.9929995536804,,,,,,,,,,,,,,,,,,,,,11.852055767944528,7.3006471500414385,23.57023435504418,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,29.0,0.0,0.0,391.0,14.0,31.0,15396.0,0.0,18.522356221849886,0.0,0.0,4006.2868416309357,,,,,,,,,,,,,,,,,,,,,7.27717782828708,6.073514035708474,18.33341220016111,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,29.0,0.0,0.0,425.0,15.0,34.0,15430.0,0.0,26.58425038842962,0.0,0.0,4009.864469051361,,,,,,,,,,,,,,,,,,,,,13.113418529082658,7.841377911840306,26.1907494666246,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,29.0,0.0,0.0,442.0,16.0,17.0,15447.0,0.0,8.530910505378642,0.0,0.0,4011.719593524933,,,,,,,,,,,,,,,,,,,,,3.955451438044734,2.768829698642241,8.48062059149428,0.12852825519986544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,29.0,0.0,0.0,464.0,17.0,22.0,15469.0,0.0,13.873150163307686,0.0,0.0,4014.136472940445,,,,,,,,,,,,,,,,,,,,,6.689493815176046,4.596962350972993,13.753474494889094,0.22919989450793377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,29.0,0.0,0.0,498.0,18.0,34.0,15503.0,0.0,28.09688496756053,0.0,0.0,4017.5962512493134,,,,,,,,,,,,,,,,,,,,,13.396201969947118,8.464588221328258,27.696779963729835,0.7536832292127018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,29.0,0.0,0.0,527.0,19.0,29.0,15532.0,0.0,19.696539473211505,0.0,0.0,4020.7713701725006,,,,,,,,,,,,,,,,,,,,,9.27761995529563,5.7409154351723855,19.466401831769637,0.5907599455886248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,29.0,0.0,0.0,557.0,20.0,30.0,15562.0,0.0,19.411815472794828,0.0,0.0,4023.942050218582,,,,,,,,,,,,,,,,,,,,,7.842018294148813,6.490179708379708,19.214965640285296,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,30.0,0.0,0.0,15.0,1.0,15.0,15577.0,0.0,7.697452981638628,0.0,0.0,4109.688187360764,,,,,,,,,,,,,,,,,,,,,3.1905393419118675,2.575986177848776,7.6649170607143216,0.2169569877119949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,30.0,0.0,0.0,52.0,2.0,37.0,15614.0,0.0,22.792249805808893,0.0,0.0,4113.377801418304,,,,,,,,,,,,,,,,,,,,,9.108836398518887,7.373775974139215,22.500200760383702,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,30.0,0.0,0.0,82.0,3.0,30.0,15644.0,0.0,23.01854746919478,0.0,0.0,4116.388165235519,,,,,,,,,,,,,,,,,,,,,10.151845438347687,7.525374938327902,22.759488323202437,0.2027244441196292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,30.0,0.0,0.0,110.0,4.0,28.0,15672.0,0.0,16.93886054776326,0.0,0.0,4119.2765417099,,,,,,,,,,,,,,,,,,,,,6.9339386904098586,5.595409608801584,16.7782499861541,0.15388211050386136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,30.0,0.0,0.0,147.0,5.0,37.0,15709.0,0.0,25.857648410387167,0.0,0.0,4123.298305273056,,,,,,,,,,,,,,,,,,,,,10.8366970843223,8.484117215627046,25.507680471529834,0.766429873653448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,30.0,0.0,0.0,216.0,6.0,69.0,15778.0,0.0,45.35754770306815,0.0,0.0,4130.270240545273,,,,,,,,,,,,,,,,,,,,,18.706854257465924,14.39895573423126,44.15504068563361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,30.0,0.0,0.0,233.0,7.0,17.0,15795.0,0.0,9.302430332066283,0.0,0.0,4132.106922626495,,,,,,,,,,,,,,,,,,,,,4.915170336313009,2.6918907051751653,9.237337874760609,0.5570036593964011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,30.0,0.0,0.0,269.0,8.0,36.0,15831.0,0.0,26.137898082829555,0.0,0.0,4135.676144123077,,,,,,,,,,,,,,,,,,,,,11.10417043542892,8.506971110929362,25.789701560573707,0.4754715872683164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,30.0,0.0,0.0,305.0,9.0,36.0,15867.0,0.0,21.692035180017356,0.0,0.0,4139.38236451149,,,,,,,,,,,,,,,,,,,,,7.788420874610214,7.441904804267369,21.45453965329833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,30.0,0.0,0.0,327.0,10.0,22.0,15889.0,0.0,11.871861167981343,0.0,0.0,4141.739771127701,,,,,,,,,,,,,,,,,,,,,5.778439581394734,3.289814399348671,11.768260249429268,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,30.0,0.0,0.0,351.0,11.0,24.0,15913.0,0.0,7.780112041976206,0.0,0.0,4144.230348587036,,,,,,,,,,,,,,,,,,,,,4.354806694617117,3.1814952095548685,7.737278699847005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,30.0,0.0,0.0,384.0,12.0,33.0,15946.0,0.0,22.72999260962739,0.0,0.0,4147.666201591492,,,,,,,,,,,,,,,,,,,,,10.056049337880257,7.08785732275113,22.44300655157395,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,30.0,0.0,0.0,425.0,13.0,41.0,15987.0,0.0,30.590633325653084,0.0,0.0,4151.908719539642,,,,,,,,,,,,,,,,,,,,,14.56391706197502,8.767500327260965,30.053589852226718,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,30.0,0.0,0.0,450.0,14.0,25.0,16012.0,0.0,13.466967087762725,0.0,0.0,4154.632351160049,,,,,,,,,,,,,,,,,,,,,4.867258392380039,4.766360292434805,13.372016288513962,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,30.0,0.0,0.0,514.0,15.0,64.0,16076.0,0.0,50.909317628005674,0.0,0.0,4160.952139139175,,,,,,,,,,,,,,,,,,,,,24.15985098426493,15.238264755216536,49.46196162630369,0.3849882919822021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,30.0,0.0,0.0,560.0,16.0,46.0,16122.0,0.0,31.862763952008482,0.0,0.0,4165.487920045853,,,,,,,,,,,,,,,,,,,,,15.049421905561507,10.106110130385746,31.232925161751005,0.1289862576027031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,30.0,0.0,0.0,596.0,17.0,36.0,16158.0,0.0,26.514035618320484,0.0,0.0,4169.169600009918,,,,,,,,,,,,,,,,,,,,,12.36864895021187,8.643017289196901,26.120980095323414,0.2909087124925075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,30.0,0.0,0.0,625.0,18.0,29.0,16187.0,0.0,21.720468140240325,0.0,0.0,4172.39795589447,,,,,,,,,,,,,,,,,,,,,10.261487495730613,6.696652547639853,21.46579512732366,0.3826431408183255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,30.0,0.0,0.0,646.0,19.0,21.0,16208.0,0.0,12.96974707075604,0.0,0.0,4174.600903272629,,,,,,,,,,,,,,,,,,,,,5.785429945944133,3.994229008443439,12.87398814419145,0.3800647403823014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,30.0,0.0,0.0,675.0,20.0,29.0,16237.0,0.0,21.55930778762202,0.0,0.0,4177.511330604553,,,,,,,,,,,,,,,,,,,,,9.589989155784355,6.971373502687169,21.323824427134117,0.05043873339403826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,31.0,0.0,0.0,14.0,1.0,14.0,16251.0,0.0,6.4053403510980385,0.0,0.0,4283.077747821808,,,,,,,,,,,,,,,,,,,,,2.482245214067415,2.238639869194623,6.3833492332183,0.030381026821264645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,31.0,0.0,0.0,39.0,2.0,25.0,16276.0,0.0,18.398356658644197,0.0,0.0,4285.871504545212,,,,,,,,,,,,,,,,,,,,,9.02761612686707,5.321911568395319,18.20906617876387,0.7725538209703678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,31.0,0.0,0.0,69.0,3.0,30.0,16306.0,0.0,21.192179664842083,0.0,0.0,4289.058473348618,,,,,,,,,,,,,,,,,,,,,8.91119299419931,7.038167757575371,20.96675642110189,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,31.0,0.0,0.0,87.0,4.0,18.0,16324.0,0.0,13.978677715671338,0.0,0.0,4291.021614074707,,,,,,,,,,,,,,,,,,,,,7.469291622722063,3.959584219521658,13.87196051553289,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,31.0,0.0,0.0,142.0,5.0,55.0,16379.0,0.0,35.28510321889355,0.0,0.0,4296.801633834839,,,,,,,,,,,,,,,,,,,,,15.076272968437495,10.96405977553347,34.524923527761494,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,31.0,0.0,0.0,169.0,6.0,27.0,16406.0,0.0,18.49203726280585,0.0,0.0,4299.726974964142,,,,,,,,,,,,,,,,,,,,,8.224729076035954,6.254713329963944,18.306564399988456,0.14956241281501204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,31.0,0.0,0.0,205.0,7.0,36.0,16442.0,0.0,22.341680769589633,0.0,0.0,4303.4391667842865,,,,,,,,,,,,,,,,,,,,,10.23170663101229,7.267855576659577,22.017352017556284,0.1850886119661439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,31.0,0.0,0.0,227.0,8.0,22.0,16464.0,0.0,16.094549485290994,0.0,0.0,4305.684288978577,,,,,,,,,,,,,,,,,,,,,7.483231486063669,5.101088466471432,15.961826082937385,0.3347501546935868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,31.0,0.0,0.0,269.0,9.0,42.0,16506.0,0.0,27.288987726080382,0.0,0.0,4309.869411230087,,,,,,,,,,,,,,,,,,,,,10.920631849588105,8.572933069754805,26.88406242919365,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,31.0,0.0,0.0,298.0,10.0,29.0,16535.0,0.0,19.793654894611663,0.0,0.0,4313.191700935364,,,,,,,,,,,,,,,,,,,,,8.831293899222956,6.319207132636271,19.576681157167375,0.12118451431677613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,31.0,0.0,0.0,312.0,11.0,14.0,16549.0,0.0,0.0,0.0,0.0,4314.919605731964,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,31.0,0.0,0.0,368.0,12.0,56.0,16605.0,0.0,28.851785303203442,0.0,0.0,4320.507476091385,,,,,,,,,,,,,,,,,,,,,9.188052202868215,9.355461647560015,28.39401401385651,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,31.0,0.0,0.0,397.0,13.0,29.0,16634.0,0.0,17.714727660619182,0.0,0.0,4323.543253183365,,,,,,,,,,,,,,,,,,,,,6.495251251402633,6.12992807467627,17.561470754366486,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,31.0,0.0,0.0,415.0,14.0,18.0,16652.0,0.0,11.765004644638733,0.0,0.0,4325.5260944366455,,,,,,,,,,,,,,,,,,,,,5.030761618007116,4.128154134399761,11.697834907494688,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,31.0,0.0,0.0,449.0,15.0,34.0,16686.0,0.0,17.158308921427807,0.0,0.0,4329.156113862991,,,,,,,,,,,,,,,,,,,,,5.63354002903671,5.887648672006174,17.000753065819133,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,31.0,0.0,0.0,475.0,16.0,26.0,16712.0,0.0,15.922650546412456,0.0,0.0,4331.96454167366,,,,,,,,,,,,,,,,,,,,,6.484140680498897,5.685857471173574,15.785618339780706,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,31.0,0.0,0.0,506.0,17.0,31.0,16743.0,0.0,20.665546119770315,0.0,0.0,4335.333165407181,,,,,,,,,,,,,,,,,,,,,8.91794950996588,6.946245889561672,20.429929113258773,0.03486552239761609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,31.0,0.0,0.0,534.0,18.0,28.0,16771.0,0.0,21.973846035302145,0.0,0.0,4338.477112054825,,,,,,,,,,,,,,,,,,,,,10.27863997493907,6.811182975637985,21.729481349220947,0.5213807615715991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,31.0,0.0,0.0,582.0,19.0,48.0,16819.0,0.0,36.97985505990247,0.0,0.0,4343.394528865814,,,,,,,,,,,,,,,,,,,,,16.317963072802645,11.230968047932219,36.26909475281884,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,31.0,0.0,0.0,598.0,20.0,16.0,16835.0,0.0,9.192704306390455,0.0,0.0,4345.156764984131,,,,,,,,,,,,,,,,,,,,,3.775777089188,3.195324585196239,9.150583890159877,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,32.0,0.0,0.0,18.0,1.0,18.0,16853.0,0.0,10.555465711118309,0.0,0.0,4440.728749036789,,,,,,,,,,,,,,,,,,,,,4.695009051798171,3.357373407329294,10.4919289140852,0.36929425757518697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,32.0,0.0,0.0,43.0,2.0,25.0,16878.0,0.0,17.354836082983642,0.0,0.0,4443.318868160248,,,,,,,,,,,,,,,,,,,,,8.069138684356405,5.237344382723638,17.187465359127625,0.5191805226743698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,32.0,0.0,0.0,74.0,3.0,31.0,16909.0,0.0,18.114091109880402,0.0,0.0,4446.743528366089,,,,,,,,,,,,,,,,,,,,,6.974281137422332,5.9078927034466036,17.933737936755886,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,32.0,0.0,0.0,94.0,4.0,20.0,16929.0,0.0,12.525514706700445,0.0,0.0,4448.8465123176575,,,,,,,,,,,,,,,,,,,,,5.230692338900418,4.34056565794516,12.44577997409065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,32.0,0.0,0.0,120.0,5.0,26.0,16955.0,0.0,17.537191760935922,0.0,0.0,4451.699244260788,,,,,,,,,,,,,,,,,,,,,7.019225989149027,6.065299788522035,17.38945340256978,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,32.0,0.0,0.0,138.0,6.0,18.0,16973.0,0.0,9.02762410759351,0.0,0.0,4453.649062633514,,,,,,,,,,,,,,,,,,,,,4.22826416628878,2.789471194668751,8.969445273702444,0.4352149882615134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,32.0,0.0,0.0,160.0,7.0,22.0,16995.0,0.0,16.48193249745937,0.0,0.0,4456.216072320938,,,,,,,,,,,,,,,,,,,,,8.100273461909474,5.427156647780173,16.336382910735917,0.43339089950104803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,32.0,0.0,0.0,190.0,8.0,30.0,17025.0,0.0,22.60729104811603,0.0,0.0,4459.491261482239,,,,,,,,,,,,,,,,,,,,,10.256778101854792,7.317640184017847,22.344253868543603,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,32.0,0.0,0.0,233.0,9.0,43.0,17068.0,0.0,22.70980054257475,0.0,0.0,4463.853551626205,,,,,,,,,,,,,,,,,,,,,8.498198393932581,7.026713033636848,22.38913389028233,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,32.0,0.0,0.0,255.0,10.0,22.0,17090.0,0.0,10.146674197533713,0.0,0.0,4466.470020771027,,,,,,,,,,,,,,,,,,,,,4.14736024043005,3.1843989479295796,10.075573343357625,0.43043890610010804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,32.0,0.0,0.0,271.0,11.0,16.0,17106.0,0.0,2.168088018490996,0.0,0.0,4468.313174962997,,,,,,,,,,,,,,,,,,,,,1.9453276237585369,0.4218329011425032,2.162773793706323,0.6785050880912621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,32.0,0.0,0.0,316.0,12.0,45.0,17151.0,0.0,33.10863115323113,0.0,0.0,4473.0213849544525,,,,,,,,,,,,,,,,,,,,,14.534560791832392,10.008389986647098,32.5195825631424,0.4233136499598913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,32.0,0.0,0.0,345.0,13.0,29.0,17180.0,0.0,14.001681360884296,0.0,0.0,4476.134139299393,,,,,,,,,,,,,,,,,,,,,6.079797089714381,4.568346506571781,13.853059511245561,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,32.0,0.0,0.0,365.0,14.0,20.0,17200.0,0.0,14.399837798646367,0.0,0.0,4478.248449087143,,,,,,,,,,,,,,,,,,,,,6.418006113076127,4.879858882784853,14.300063503327996,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,32.0,0.0,0.0,385.0,15.0,20.0,17220.0,0.0,9.535741118182104,0.0,0.0,4480.376586198807,,,,,,,,,,,,,,,,,,,,,3.7668867111605393,2.9392427151572424,9.479352609825936,0.23006629281252233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,32.0,0.0,0.0,401.0,16.0,16.0,17236.0,0.0,7.4879236267959035,0.0,0.0,4482.359113931656,,,,,,,,,,,,,,,,,,,,,3.58263234457507,2.275433939137735,7.445485033865397,0.419110322128289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,32.0,0.0,0.0,440.0,17.0,39.0,17275.0,0.0,28.29551625699389,0.0,0.0,4486.320921897888,,,,,,,,,,,,,,,,,,,,,12.781781500240376,8.871238091101366,27.85270433444908,0.594692605030535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,32.0,0.0,0.0,462.0,18.0,22.0,17297.0,0.0,19.033386731582866,0.0,0.0,4488.652293682098,,,,,,,,,,,,,,,,,,,,,10.01982826762273,5.514822352470644,18.850632924912063,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,32.0,0.0,0.0,485.0,19.0,23.0,17320.0,0.0,15.508650652154731,0.0,0.0,4491.0779576301575,,,,,,,,,,,,,,,,,,,,,6.269708720496482,5.454924429643437,15.395222401163236,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,32.0,0.0,0.0,502.0,20.0,17.0,17337.0,0.0,9.643439312468923,0.0,0.0,4492.96382188797,,,,,,,,,,,,,,,,,,,,,3.7423576565550736,3.448138376229198,9.599007648597032,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
